
Minimum time:  301	(0.109767 ms)

Test #		Time
3427:		323	(0.117789 ms)
3428:		316	(0.115237 ms)
3429:		305	(0.111225 ms)
3430:		312	(0.113778 ms)
3431:		314	(0.114507 ms)
3432:		323	(0.117789 ms)
3433:		306	(0.11159 ms)
3434:		315	(0.114872 ms)
3435:		311	(0.113413 ms)
3436:		321	(0.11706 ms)
3437:		313	(0.114143 ms)
3438:		316	(0.115237 ms)
3439:		306	(0.11159 ms)
3440:		317	(0.115601 ms)
3441:		317	(0.115601 ms)
3442:		318	(0.115966 ms)
3443:		303	(0.110496 ms)
3444:		318	(0.115966 ms)
3445:		436	(0.158997 ms)
3446:		413	(0.15061 ms)
3447:		317	(0.115601 ms)
3448:		304	(0.110861 ms)
3449:		319	(0.116331 ms)
3450:		310	(0.113049 ms)
3451:		319	(0.116331 ms)
3452:		309	(0.112684 ms)
3453:		316	(0.115237 ms)
3454:		312	(0.113778 ms)
3455:		504	(0.183795 ms)
3456:		379	(0.138211 ms)
3457:		361	(0.131647 ms)
3458:		317	(0.115601 ms)
3459:		319	(0.116331 ms)
3460:		314	(0.114507 ms)
3461:		315	(0.114872 ms)
3462:		320	(0.116695 ms)
3463:		304	(0.110861 ms)
3464:		317	(0.115601 ms)
3465:		425	(0.154986 ms)
3466:		367	(0.133835 ms)
3467:		319	(0.116331 ms)
3468:		304	(0.110861 ms)
3469:		313	(0.114143 ms)
3470:		315	(0.114872 ms)
3471:		318	(0.115966 ms)
3472:		315	(0.114872 ms)
3473:		482	(0.175772 ms)
3474:		442	(0.161185 ms)
3475:		412	(0.150245 ms)
3476:		384	(0.140034 ms)
3477:		423	(0.154257 ms)
3478:		322	(0.117425 ms)
3479:		330	(0.120342 ms)
3480:		424	(0.154621 ms)
3481:		329	(0.119977 ms)
3482:		326	(0.118883 ms)
3483:		321	(0.11706 ms)
3484:		470	(0.171396 ms)
3485:		321	(0.11706 ms)
3486:		319	(0.116331 ms)
3487:		310	(0.113049 ms)
3488:		425	(0.154986 ms)
3489:		316	(0.115237 ms)
3490:		308	(0.112319 ms)
3491:		306	(0.11159 ms)
3492:		417	(0.152069 ms)
3493:		314	(0.114507 ms)
3494:		312	(0.113778 ms)
3495:		313	(0.114143 ms)
3496:		461	(0.168114 ms)
3497:		305	(0.111225 ms)
3498:		306	(0.11159 ms)
3499:		320	(0.116695 ms)
3500:		420	(0.153163 ms)
3501:		316	(0.115237 ms)
3502:		318	(0.115966 ms)
3503:		311	(0.113413 ms)
3504:		422	(0.153892 ms)
3505:		319	(0.116331 ms)
3506:		319	(0.116331 ms)
3507:		318	(0.115966 ms)
3508:		425	(0.154986 ms)
3509:		361	(0.131647 ms)
3510:		315	(0.114872 ms)
3511:		318	(0.115966 ms)
3512:		411	(0.149881 ms)
3513:		318	(0.115966 ms)
3514:		318	(0.115966 ms)
3515:		312	(0.113778 ms)
3516:		419	(0.152798 ms)
3517:		360	(0.131282 ms)
3518:		317	(0.115601 ms)
3519:		313	(0.114143 ms)
3520:		425	(0.154986 ms)
3521:		312	(0.113778 ms)
3522:		316	(0.115237 ms)
3523:		318	(0.115966 ms)
3524:		422	(0.153892 ms)
3525:		304	(0.110861 ms)
3526:		314	(0.114507 ms)
3527:		318	(0.115966 ms)
3528:		412	(0.150245 ms)
3529:		314	(0.114507 ms)
3530:		314	(0.114507 ms)
3531:		319	(0.116331 ms)
3532:		414	(0.150975 ms)
3533:		314	(0.114507 ms)
3534:		320	(0.116695 ms)
3535:		305	(0.111225 ms)
3536:		442	(0.161185 ms)
3537:		365	(0.133106 ms)
3538:		321	(0.11706 ms)
3539:		308	(0.112319 ms)
3540:		465	(0.169573 ms)
3541:		318	(0.115966 ms)
3542:		316	(0.115237 ms)
3543:		313	(0.114143 ms)
3544:		424	(0.154621 ms)
3545:		305	(0.111225 ms)
3546:		321	(0.11706 ms)
3547:		317	(0.115601 ms)
3548:		420	(0.153163 ms)
3549:		317	(0.115601 ms)
3550:		306	(0.11159 ms)
3551:		420	(0.153163 ms)
3552:		388	(0.141493 ms)
3553:		406	(0.148057 ms)
3554:		350	(0.127635 ms)
3555:		346	(0.126177 ms)
3556:		333	(0.121436 ms)
3557:		324	(0.118154 ms)
3558:		330	(0.120342 ms)
3559:		330	(0.120342 ms)
3560:		315	(0.114872 ms)
3561:		325	(0.118519 ms)
3562:		321	(0.11706 ms)
3563:		326	(0.118883 ms)
3564:		323	(0.117789 ms)
3565:		311	(0.113413 ms)
3566:		319	(0.116331 ms)
3567:		321	(0.11706 ms)
3568:		323	(0.117789 ms)
3569:		324	(0.118154 ms)
3570:		308	(0.112319 ms)
3571:		316	(0.115237 ms)
3572:		318	(0.115966 ms)
3573:		307	(0.111955 ms)
3574:		319	(0.116331 ms)
3575:		318	(0.115966 ms)
3576:		324	(0.118154 ms)
3577:		321	(0.11706 ms)
3578:		319	(0.116331 ms)
3579:		321	(0.11706 ms)
3580:		319	(0.116331 ms)
3581:		321	(0.11706 ms)
3582:		306	(0.11159 ms)
3583:		310	(0.113049 ms)
3584:		315	(0.114872 ms)
3585:		320	(0.116695 ms)
3586:		319	(0.116331 ms)
3587:		319	(0.116331 ms)
3588:		354	(0.129094 ms)
3589:		377	(0.137482 ms)
3590:		363	(0.132376 ms)
3591:		320	(0.116695 ms)
3592:		316	(0.115237 ms)
3593:		316	(0.115237 ms)
3594:		305	(0.111225 ms)
3595:		314	(0.114507 ms)
3596:		315	(0.114872 ms)
3597:		305	(0.111225 ms)
3598:		472	(0.172126 ms)
3599:		320	(0.116695 ms)
3600:		314	(0.114507 ms)
3601:		313	(0.114143 ms)
3602:		424	(0.154621 ms)
3603:		356	(0.129824 ms)
3604:		518	(0.188901 ms)
3605:		486	(0.177231 ms)
3606:		354	(0.129094 ms)
3607:		356	(0.129824 ms)
3608:		402	(0.146598 ms)
3609:		576	(0.210052 ms)
3610:		555	(0.202393 ms)
3611:		373	(0.136023 ms)
3612:		429	(0.156445 ms)
3613:		490	(0.17869 ms)
3614:		455	(0.165926 ms)
3615:		386	(0.140764 ms)
3616:		407	(0.148422 ms)
3617:		700	(0.255271 ms)
3618:		469	(0.171032 ms)
3619:		313	(0.114143 ms)
3620:		460	(0.16775 ms)
3621:		323	(0.117789 ms)
3622:		322	(0.117425 ms)
3623:		305	(0.111225 ms)
3624:		324	(0.118154 ms)
3625:		311	(0.113413 ms)
3626:		313	(0.114143 ms)
3627:		314	(0.114507 ms)
3628:		498	(0.181607 ms)
3629:		466	(0.169938 ms)
3630:		410	(0.149516 ms)
3631:		335	(0.122165 ms)
3632:		440	(0.160456 ms)
3633:		336	(0.12253 ms)
3634:		327	(0.119248 ms)
3635:		435	(0.158633 ms)
3636:		314	(0.114507 ms)
3637:		313	(0.114143 ms)
3638:		325	(0.118519 ms)
3639:		421	(0.153527 ms)
3640:		378	(0.137846 ms)
3641:		319	(0.116331 ms)
3642:		322	(0.117425 ms)
3643:		427	(0.155715 ms)
3644:		376	(0.137117 ms)
3645:		313	(0.114143 ms)
3646:		317	(0.115601 ms)
3647:		421	(0.153527 ms)
3648:		314	(0.114507 ms)
3649:		316	(0.115237 ms)
3650:		305	(0.111225 ms)
3651:		425	(0.154986 ms)
3652:		313	(0.114143 ms)
3653:		314	(0.114507 ms)
3654:		320	(0.116695 ms)
3655:		418	(0.152433 ms)
3656:		306	(0.11159 ms)
3657:		318	(0.115966 ms)
3658:		317	(0.115601 ms)
3659:		429	(0.156445 ms)
3660:		318	(0.115966 ms)
3661:		320	(0.116695 ms)
3662:		317	(0.115601 ms)
3663:		421	(0.153527 ms)
3664:		304	(0.110861 ms)
3665:		320	(0.116695 ms)
3666:		311	(0.113413 ms)
3667:		423	(0.154257 ms)
3668:		311	(0.113413 ms)
3669:		319	(0.116331 ms)
3670:		313	(0.114143 ms)
3671:		411	(0.149881 ms)
3672:		313	(0.114143 ms)
3673:		316	(0.115237 ms)
3674:		313	(0.114143 ms)
3675:		425	(0.154986 ms)
3676:		311	(0.113413 ms)
3677:		305	(0.111225 ms)
3678:		313	(0.114143 ms)
3679:		422	(0.153892 ms)
3680:		319	(0.116331 ms)
3681:		320	(0.116695 ms)
3682:		318	(0.115966 ms)
3683:		425	(0.154986 ms)
3684:		318	(0.115966 ms)
3685:		314	(0.114507 ms)
3686:		314	(0.114507 ms)
3687:		409	(0.149151 ms)
3688:		305	(0.111225 ms)
3689:		304	(0.110861 ms)
3690:		313	(0.114143 ms)
3691:		375	(0.136752 ms)
3692:		365	(0.133106 ms)
3693:		315	(0.114872 ms)
3694:		305	(0.111225 ms)
3695:		367	(0.133835 ms)
3696:		370	(0.134929 ms)
3697:		305	(0.111225 ms)
3698:		309	(0.112684 ms)
3699:		306	(0.11159 ms)
3700:		415	(0.151339 ms)
3701:		315	(0.114872 ms)
3702:		304	(0.110861 ms)
3703:		303	(0.110496 ms)
3704:		558	(0.203487 ms)
3705:		319	(0.116331 ms)
3706:		369	(0.134564 ms)
3707:		475	(0.17322 ms)
3708:		366	(0.13347 ms)
3709:		341	(0.124353 ms)
3710:		390	(0.142222 ms)
3711:		338	(0.123259 ms)
3712:		331	(0.120707 ms)
3713:		319	(0.116331 ms)
3714:		330	(0.120342 ms)
3715:		517	(0.188536 ms)
3716:		352	(0.128365 ms)
3717:		341	(0.124353 ms)
3718:		373	(0.136023 ms)
3719:		317	(0.115601 ms)
3720:		310	(0.113049 ms)
3721:		309	(0.112684 ms)
3722:		374	(0.136388 ms)
3723:		376	(0.137117 ms)
3724:		366	(0.13347 ms)
3725:		313	(0.114143 ms)
3726:		322	(0.117425 ms)
3727:		313	(0.114143 ms)
3728:		319	(0.116331 ms)
3729:		317	(0.115601 ms)
3730:		309	(0.112684 ms)
3731:		306	(0.11159 ms)
3732:		307	(0.111955 ms)
3733:		320	(0.116695 ms)
3734:		312	(0.113778 ms)
3735:		319	(0.116331 ms)
3736:		321	(0.11706 ms)
3737:		315	(0.114872 ms)
3738:		320	(0.116695 ms)
3739:		320	(0.116695 ms)
3740:		322	(0.117425 ms)
3741:		309	(0.112684 ms)
3742:		320	(0.116695 ms)
3743:		316	(0.115237 ms)
3744:		314	(0.114507 ms)
3745:		307	(0.111955 ms)
3746:		319	(0.116331 ms)
3747:		318	(0.115966 ms)
3748:		417	(0.152069 ms)
3749:		305	(0.111225 ms)
3750:		304	(0.110861 ms)
3751:		320	(0.116695 ms)
3752:		308	(0.112319 ms)
3753:		317	(0.115601 ms)
3754:		317	(0.115601 ms)
3755:		318	(0.115966 ms)
3756:		319	(0.116331 ms)
3757:		316	(0.115237 ms)
3758:		304	(0.110861 ms)
3759:		313	(0.114143 ms)
3760:		313	(0.114143 ms)
3761:		321	(0.11706 ms)
3762:		320	(0.116695 ms)
3763:		315	(0.114872 ms)
3764:		314	(0.114507 ms)
3765:		320	(0.116695 ms)
3766:		312	(0.113778 ms)
3767:		311	(0.113413 ms)
3768:		317	(0.115601 ms)
3769:		312	(0.113778 ms)
3770:		312	(0.113778 ms)
3771:		316	(0.115237 ms)
3772:		317	(0.115601 ms)
3773:		311	(0.113413 ms)
3774:		309	(0.112684 ms)
3775:		319	(0.116331 ms)
3776:		317	(0.115601 ms)
3777:		314	(0.114507 ms)
3778:		314	(0.114507 ms)
3779:		310	(0.113049 ms)
3780:		320	(0.116695 ms)
3781:		304	(0.110861 ms)
3782:		308	(0.112319 ms)
3783:		316	(0.115237 ms)
3784:		314	(0.114507 ms)
3785:		314	(0.114507 ms)
3786:		319	(0.116331 ms)
3787:		317	(0.115601 ms)
3788:		319	(0.116331 ms)
3789:		316	(0.115237 ms)
3790:		480	(0.175043 ms)
3791:		447	(0.163009 ms)
3792:		421	(0.153527 ms)
3793:		331	(0.120707 ms)
3794:		398	(0.14514 ms)
3795:		387	(0.141128 ms)
3796:		348	(0.126906 ms)
3797:		348	(0.126906 ms)
3798:		336	(0.12253 ms)
3799:		344	(0.125447 ms)
3800:		338	(0.123259 ms)
3801:		338	(0.123259 ms)
3802:		394	(0.143681 ms)
3803:		365	(0.133106 ms)
3804:		321	(0.11706 ms)
3805:		317	(0.115601 ms)
3806:		430	(0.156809 ms)
3807:		315	(0.114872 ms)
3808:		318	(0.115966 ms)
3809:		313	(0.114143 ms)
3810:		423	(0.154257 ms)
3811:		340	(0.123989 ms)
3812:		354	(0.129094 ms)
3813:		317	(0.115601 ms)
3814:		415	(0.151339 ms)
3815:		308	(0.112319 ms)
3816:		317	(0.115601 ms)
3817:		316	(0.115237 ms)
3818:		410	(0.149516 ms)
3819:		316	(0.115237 ms)
3820:		320	(0.116695 ms)
3821:		314	(0.114507 ms)
3822:		425	(0.154986 ms)
3823:		357	(0.130188 ms)
3824:		316	(0.115237 ms)
3825:		317	(0.115601 ms)
3826:		472	(0.172126 ms)
3827:		315	(0.114872 ms)
3828:		305	(0.111225 ms)
3829:		314	(0.114507 ms)
3830:		425	(0.154986 ms)
3831:		307	(0.111955 ms)
3832:		310	(0.113049 ms)
3833:		307	(0.111955 ms)
3834:		424	(0.154621 ms)
3835:		306	(0.11159 ms)
3836:		312	(0.113778 ms)
3837:		310	(0.113049 ms)
3838:		425	(0.154986 ms)
3839:		317	(0.115601 ms)
3840:		304	(0.110861 ms)
3841:		317	(0.115601 ms)
3842:		419	(0.152798 ms)
3843:		307	(0.111955 ms)
3844:		316	(0.115237 ms)
3845:		304	(0.110861 ms)
3846:		422	(0.153892 ms)
3847:		316	(0.115237 ms)
3848:		317	(0.115601 ms)
3849:		315	(0.114872 ms)
3850:		423	(0.154257 ms)
3851:		369	(0.134564 ms)
3852:		486	(0.177231 ms)
3853:		377	(0.137482 ms)
3854:		309	(0.112684 ms)
3855:		316	(0.115237 ms)
3856:		319	(0.116331 ms)
3857:		315	(0.114872 ms)
3858:		470	(0.171396 ms)
3859:		310	(0.113049 ms)
3860:		312	(0.113778 ms)
3861:		363	(0.132376 ms)
3862:		363	(0.132376 ms)
3863:		313	(0.114143 ms)
3864:		307	(0.111955 ms)
3865:		371	(0.135294 ms)
3866:		369	(0.134564 ms)
3867:		317	(0.115601 ms)
3868:		371	(0.135294 ms)
3869:		492	(0.179419 ms)
3870:		371	(0.135294 ms)
3871:		336	(0.12253 ms)
3872:		337	(0.122895 ms)
3873:		333	(0.121436 ms)
3874:		325	(0.118519 ms)
3875:		319	(0.116331 ms)
3876:		326	(0.118883 ms)
3877:		323	(0.117789 ms)
3878:		329	(0.119977 ms)
3879:		315	(0.114872 ms)
3880:		315	(0.114872 ms)
3881:		313	(0.114143 ms)
3882:		309	(0.112684 ms)
3883:		322	(0.117425 ms)
3884:		323	(0.117789 ms)
3885:		318	(0.115966 ms)
3886:		312	(0.113778 ms)
3887:		305	(0.111225 ms)
3888:		312	(0.113778 ms)
3889:		316	(0.115237 ms)
3890:		319	(0.116331 ms)
3891:		316	(0.115237 ms)
3892:		310	(0.113049 ms)
3893:		316	(0.115237 ms)
3894:		310	(0.113049 ms)
3895:		316	(0.115237 ms)
3896:		319	(0.116331 ms)
3897:		305	(0.111225 ms)
3898:		305	(0.111225 ms)
3899:		311	(0.113413 ms)
3900:		321	(0.11706 ms)
3901:		313	(0.114143 ms)
3902:		317	(0.115601 ms)
3903:		317	(0.115601 ms)
3904:		312	(0.113778 ms)
3905:		308	(0.112319 ms)
3906:		322	(0.117425 ms)
3907:		320	(0.116695 ms)
3908:		306	(0.11159 ms)
3909:		314	(0.114507 ms)
3910:		306	(0.11159 ms)
3911:		311	(0.113413 ms)
3912:		315	(0.114872 ms)
3913:		317	(0.115601 ms)
3914:		316	(0.115237 ms)
3915:		310	(0.113049 ms)
3916:		373	(0.136023 ms)
3917:		366	(0.13347 ms)
3918:		321	(0.11706 ms)
3919:		316	(0.115237 ms)
3920:		322	(0.117425 ms)
3921:		310	(0.113049 ms)
3922:		318	(0.115966 ms)
3923:		317	(0.115601 ms)
3924:		318	(0.115966 ms)
3925:		436	(0.158997 ms)
3926:		320	(0.116695 ms)
3927:		305	(0.111225 ms)
3928:		305	(0.111225 ms)
3929:		439	(0.160091 ms)
3930:		361	(0.131647 ms)
3931:		319	(0.116331 ms)
3932:		317	(0.115601 ms)
3933:		311	(0.113413 ms)
3934:		316	(0.115237 ms)
3935:		314	(0.114507 ms)
3936:		304	(0.110861 ms)
3937:		307	(0.111955 ms)
3938:		320	(0.116695 ms)
3939:		313	(0.114143 ms)
3940:		315	(0.114872 ms)
3941:		314	(0.114507 ms)
3942:		316	(0.115237 ms)
3943:		309	(0.112684 ms)
3944:		308	(0.112319 ms)
3945:		312	(0.113778 ms)
3946:		318	(0.115966 ms)
3947:		316	(0.115237 ms)
3948:		309	(0.112684 ms)
3949:		315	(0.114872 ms)
3950:		307	(0.111955 ms)
3951:		316	(0.115237 ms)
3952:		314	(0.114507 ms)
3953:		490	(0.17869 ms)
3954:		459	(0.167385 ms)
3955:		401	(0.146234 ms)
3956:		329	(0.119977 ms)
3957:		337	(0.122895 ms)
3958:		477	(0.173949 ms)
3959:		319	(0.116331 ms)
3960:		331	(0.120707 ms)
3961:		430	(0.156809 ms)
3962:		322	(0.117425 ms)
3963:		316	(0.115237 ms)
3964:		323	(0.117789 ms)
3965:		430	(0.156809 ms)
3966:		312	(0.113778 ms)
3967:		320	(0.116695 ms)
3968:		323	(0.117789 ms)
3969:		412	(0.150245 ms)
3970:		320	(0.116695 ms)
3971:		318	(0.115966 ms)
3972:		319	(0.116331 ms)
3973:		472	(0.172126 ms)
3974:		316	(0.115237 ms)
3975:		320	(0.116695 ms)
3976:		318	(0.115966 ms)
3977:		413	(0.15061 ms)
3978:		317	(0.115601 ms)
3979:		318	(0.115966 ms)
3980:		319	(0.116331 ms)
3981:		413	(0.15061 ms)
3982:		305	(0.111225 ms)
3983:		309	(0.112684 ms)
3984:		315	(0.114872 ms)
3985:		424	(0.154621 ms)
3986:		317	(0.115601 ms)
3987:		371	(0.135294 ms)
3988:		547	(0.199476 ms)
3989:		310	(0.113049 ms)
3990:		314	(0.114507 ms)
3991:		312	(0.113778 ms)
3992:		315	(0.114872 ms)
3993:		414	(0.150975 ms)
3994:		303	(0.110496 ms)
3995:		314	(0.114507 ms)
3996:		305	(0.111225 ms)
3997:		411	(0.149881 ms)
3998:		313	(0.114143 ms)
3999:		314	(0.114507 ms)
4000:		320	(0.116695 ms)
4001:		412	(0.150245 ms)
4002:		317	(0.115601 ms)
4003:		305	(0.111225 ms)
4004:		311	(0.113413 ms)
4005:		459	(0.167385 ms)
4006:		305	(0.111225 ms)
4007:		317	(0.115601 ms)
4008:		316	(0.115237 ms)
4009:		415	(0.151339 ms)
4010:		316	(0.115237 ms)
4011:		305	(0.111225 ms)
4012:		314	(0.114507 ms)
4013:		416	(0.151704 ms)
4014:		314	(0.114507 ms)
4015:		302	(0.110131 ms)
4016:		317	(0.115601 ms)
4017:		385	(0.140399 ms)
4018:		474	(0.172855 ms)
4019:		495	(0.180513 ms)
4020:		407	(0.148422 ms)
4021:		337	(0.122895 ms)
4022:		353	(0.12873 ms)
4023:		386	(0.140764 ms)
4024:		481	(0.175408 ms)
4025:		523	(0.190724 ms)
4026:		412	(0.150245 ms)
4027:		353	(0.12873 ms)
4028:		638	(0.232661 ms)
4029:		600	(0.218804 ms)
4030:		342	(0.124718 ms)
4031:		461	(0.168114 ms)
4032:		465	(0.169573 ms)
4033:		389	(0.141858 ms)
4034:		526	(0.191818 ms)
4035:		661	(0.241049 ms)
4036:		594	(0.216616 ms)
4037:		401	(0.146234 ms)
4038:		377	(0.137482 ms)
4039:		308	(0.112319 ms)
4040:		310	(0.113049 ms)
4041:		319	(0.116331 ms)
4042:		414	(0.150975 ms)
4043:		316	(0.115237 ms)
4044:		315	(0.114872 ms)
4045:		317	(0.115601 ms)
4046:		476	(0.173584 ms)
4047:		317	(0.115601 ms)
4048:		317	(0.115601 ms)
4049:		313	(0.114143 ms)
4050:		423	(0.154257 ms)
4051:		308	(0.112319 ms)
4052:		313	(0.114143 ms)
4053:		312	(0.113778 ms)
4054:		419	(0.152798 ms)
4055:		310	(0.113049 ms)
4056:		306	(0.11159 ms)
4057:		315	(0.114872 ms)
4058:		421	(0.153527 ms)
4059:		318	(0.115966 ms)
4060:		303	(0.110496 ms)
4061:		311	(0.113413 ms)
4062:		419	(0.152798 ms)
4063:		316	(0.115237 ms)
4064:		315	(0.114872 ms)
4065:		317	(0.115601 ms)
4066:		409	(0.149151 ms)
4067:		308	(0.112319 ms)
4068:		306	(0.11159 ms)
4069:		319	(0.116331 ms)
4070:		426	(0.155351 ms)
4071:		317	(0.115601 ms)
4072:		317	(0.115601 ms)
4073:		308	(0.112319 ms)
4074:		409	(0.149151 ms)
4075:		314	(0.114507 ms)
4076:		317	(0.115601 ms)
4077:		308	(0.112319 ms)
4078:		464	(0.169208 ms)
4079:		312	(0.113778 ms)
4080:		314	(0.114507 ms)
4081:		317	(0.115601 ms)
4082:		424	(0.154621 ms)
4083:		366	(0.13347 ms)
4084:		311	(0.113413 ms)
4085:		315	(0.114872 ms)
4086:		423	(0.154257 ms)
4087:		315	(0.114872 ms)
4088:		314	(0.114507 ms)
4089:		303	(0.110496 ms)
4090:		421	(0.153527 ms)
4091:		315	(0.114872 ms)
4092:		317	(0.115601 ms)
4093:		315	(0.114872 ms)
4094:		464	(0.169208 ms)
4095:		312	(0.113778 ms)
4096:		317	(0.115601 ms)
4097:		309	(0.112684 ms)
4098:		419	(0.152798 ms)
4099:		313	(0.114143 ms)
4100:		303	(0.110496 ms)
4101:		311	(0.113413 ms)
4102:		421	(0.153527 ms)
4103:		316	(0.115237 ms)
4104:		416	(0.151704 ms)
4105:		431	(0.157174 ms)
4106:		411	(0.149881 ms)
4107:		390	(0.142222 ms)
4108:		334	(0.121801 ms)
4109:		480	(0.175043 ms)
4110:		326	(0.118883 ms)
4111:		330	(0.120342 ms)
4112:		436	(0.158997 ms)
4113:		399	(0.145504 ms)
4114:		357	(0.130188 ms)
4115:		391	(0.142587 ms)
4116:		407	(0.148422 ms)
4117:		428	(0.15608 ms)
4118:		321	(0.11706 ms)
4119:		311	(0.113413 ms)
4120:		323	(0.117789 ms)
4121:		320	(0.116695 ms)
4122:		321	(0.11706 ms)
4123:		321	(0.11706 ms)
4124:		425	(0.154986 ms)
4125:		335	(0.122165 ms)
4126:		382	(0.139305 ms)
4127:		311	(0.113413 ms)
4128:		318	(0.115966 ms)
4129:		315	(0.114872 ms)
4130:		321	(0.11706 ms)
4131:		319	(0.116331 ms)
4132:		314	(0.114507 ms)
4133:		315	(0.114872 ms)
4134:		306	(0.11159 ms)
4135:		306	(0.11159 ms)
4136:		311	(0.113413 ms)
4137:		310	(0.113049 ms)
4138:		320	(0.116695 ms)
4139:		318	(0.115966 ms)
4140:		319	(0.116331 ms)
4141:		312	(0.113778 ms)
4142:		317	(0.115601 ms)
4143:		315	(0.114872 ms)
4144:		305	(0.111225 ms)
4145:		314	(0.114507 ms)
4146:		307	(0.111955 ms)
4147:		306	(0.11159 ms)
4148:		314	(0.114507 ms)
4149:		318	(0.115966 ms)
4150:		314	(0.114507 ms)
4151:		310	(0.113049 ms)
4152:		315	(0.114872 ms)
4153:		320	(0.116695 ms)
4154:		381	(0.13894 ms)
4155:		365	(0.133106 ms)
4156:		316	(0.115237 ms)
4157:		311	(0.113413 ms)
4158:		308	(0.112319 ms)
4159:		319	(0.116331 ms)
4160:		318	(0.115966 ms)
4161:		319	(0.116331 ms)
4162:		309	(0.112684 ms)
4163:		324	(0.118154 ms)
4164:		314	(0.114507 ms)
4165:		305	(0.111225 ms)
4166:		314	(0.114507 ms)
4167:		450	(0.164103 ms)
4168:		375	(0.136752 ms)
4169:		316	(0.115237 ms)
4170:		317	(0.115601 ms)
4171:		318	(0.115966 ms)
4172:		316	(0.115237 ms)
4173:		320	(0.116695 ms)
4174:		310	(0.113049 ms)
4175:		423	(0.154257 ms)
4176:		356	(0.129824 ms)
4177:		316	(0.115237 ms)
4178:		315	(0.114872 ms)
4179:		315	(0.114872 ms)
4180:		315	(0.114872 ms)
4181:		313	(0.114143 ms)
4182:		316	(0.115237 ms)
4183:		363	(0.132376 ms)
4184:		366	(0.13347 ms)
4185:		488	(0.17796 ms)
4186:		530	(0.193277 ms)
4187:		360	(0.131282 ms)
4188:		339	(0.123624 ms)
4189:		328	(0.119613 ms)
4190:		488	(0.17796 ms)
4191:		431	(0.157174 ms)
4192:		329	(0.119977 ms)
4193:		315	(0.114872 ms)
4194:		432	(0.157539 ms)
4195:		325	(0.118519 ms)
4196:		318	(0.115966 ms)
4197:		322	(0.117425 ms)
4198:		476	(0.173584 ms)
4199:		320	(0.116695 ms)
4200:		319	(0.116331 ms)
4201:		311	(0.113413 ms)
4202:		470	(0.171396 ms)
4203:		320	(0.116695 ms)
4204:		305	(0.111225 ms)
4205:		376	(0.137117 ms)
4206:		363	(0.132376 ms)
4207:		309	(0.112684 ms)
4208:		318	(0.115966 ms)
4209:		308	(0.112319 ms)
4210:		417	(0.152069 ms)
4211:		311	(0.113413 ms)
4212:		304	(0.110861 ms)
4213:		320	(0.116695 ms)
4214:		419	(0.152798 ms)
4215:		316	(0.115237 ms)
4216:		315	(0.114872 ms)
4217:		305	(0.111225 ms)
4218:		483	(0.176137 ms)
4219:		314	(0.114507 ms)
4220:		320	(0.116695 ms)
4221:		416	(0.151704 ms)
4222:		363	(0.132376 ms)
4223:		313	(0.114143 ms)
4224:		310	(0.113049 ms)
4225:		425	(0.154986 ms)
4226:		319	(0.116331 ms)
4227:		305	(0.111225 ms)
4228:		304	(0.110861 ms)
4229:		367	(0.133835 ms)
4230:		363	(0.132376 ms)
4231:		305	(0.111225 ms)
4232:		316	(0.115237 ms)
4233:		374	(0.136388 ms)
4234:		368	(0.1342 ms)
4235:		315	(0.114872 ms)
4236:		316	(0.115237 ms)
4237:		374	(0.136388 ms)
4238:		451	(0.164467 ms)
4239:		314	(0.114507 ms)
4240:		308	(0.112319 ms)
4241:		424	(0.154621 ms)
4242:		321	(0.11706 ms)
4243:		305	(0.111225 ms)
4244:		310	(0.113049 ms)
4245:		417	(0.152069 ms)
4246:		500	(0.182336 ms)
4247:		374	(0.136388 ms)
4248:		319	(0.116331 ms)
4249:		425	(0.154986 ms)
4250:		321	(0.11706 ms)
4251:		314	(0.114507 ms)
4252:		314	(0.114507 ms)
4253:		421	(0.153527 ms)
4254:		317	(0.115601 ms)
4255:		305	(0.111225 ms)
4256:		318	(0.115966 ms)
4257:		421	(0.153527 ms)
4258:		305	(0.111225 ms)
4259:		318	(0.115966 ms)
4260:		306	(0.11159 ms)
4261:		467	(0.170302 ms)
4262:		419	(0.152798 ms)
4263:		434	(0.158268 ms)
4264:		426	(0.155351 ms)
4265:		343	(0.125083 ms)
4266:		338	(0.123259 ms)
4267:		340	(0.123989 ms)
4268:		331	(0.120707 ms)
4269:		320	(0.116695 ms)
4270:		325	(0.118519 ms)
4271:		328	(0.119613 ms)
4272:		329	(0.119977 ms)
4273:		316	(0.115237 ms)
4274:		323	(0.117789 ms)
4275:		316	(0.115237 ms)
4276:		322	(0.117425 ms)
4277:		321	(0.11706 ms)
4278:		320	(0.116695 ms)
4279:		307	(0.111955 ms)
4280:		324	(0.118154 ms)
4281:		314	(0.114507 ms)
4282:		321	(0.11706 ms)
4283:		314	(0.114507 ms)
4284:		310	(0.113049 ms)
4285:		320	(0.116695 ms)
4286:		305	(0.111225 ms)
4287:		305	(0.111225 ms)
4288:		310	(0.113049 ms)
4289:		317	(0.115601 ms)
4290:		319	(0.116331 ms)
4291:		319	(0.116331 ms)
4292:		304	(0.110861 ms)
4293:		314	(0.114507 ms)
4294:		318	(0.115966 ms)
4295:		313	(0.114143 ms)
4296:		304	(0.110861 ms)
4297:		319	(0.116331 ms)
4298:		313	(0.114143 ms)
4299:		312	(0.113778 ms)
